run_fingerprint,benchmark,condition,task_name,task_id,task_variant,method,success,intervention_count,recovery_success,steps,paired_episode_id,episode_seed,task_payload_sha256,max_failure_probability,trigger_step,attempt_count,recovery_steps_total
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,0,MT-REIM,1,0,0,48,00-0000-544af2449e9a,42,544af2449e9add2b9cd16d9f72aa365fa18c03ef5e1391e8b7a8eab1c928d2d5,0.47164487838745117,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,1,MT-REIM,1,0,0,57,00-0001-96a17741a324,43,96a17741a324c195de87602cf847511c415b9d2824c6debe59d90bb5118c3390,0.44327396154403687,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,2,MT-REIM,1,0,0,53,00-0002-29f33b963e4e,44,29f33b963e4e54ccdb63961996af3411570838b12fc3d21e8140ae14117e60c4,0.4375309348106384,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,3,MT-REIM,1,0,0,49,00-0003-46156b6a7b55,45,46156b6a7b55debfd6e0d00f920bd3b15f1d5dfe619fecccacaf360ed7f0ecde,0.44328469038009644,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,4,MT-REIM,1,0,0,32,00-0004-155c6e32ef87,46,155c6e32ef873e1f5c6c6c8e741b77794e69890d9b9526cdf0b028517c5127eb,0.4275389015674591,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,5,MT-REIM,1,0,0,37,00-0005-bc65f1c36808,47,bc65f1c36808c99cc648d755af1b80598c3b3c46095e98af17bd1168ad5374cc,0.43901604413986206,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,6,MT-REIM,1,0,0,47,00-0006-32673d8ca346,48,32673d8ca34676987cd39ac7e2b10043d7546a805721acab0daee5a1954f9775,0.4416530132293701,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,7,MT-REIM,1,0,0,44,00-0007-f6b3831b8af9,49,f6b3831b8af9412f00b31756ce7e039d7c9954d348d4b4e897c7b47a96a20b48,0.4577437937259674,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,8,MT-REIM,1,0,0,51,00-0008-fcce8f48f9da,50,fcce8f48f9dadb98d71ea8cf308f4795f4cd4b8f33b0a780a11a93adbf05edd6,0.4615287482738495,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,9,MT-REIM,1,0,0,55,00-0009-0e15d0c915a0,51,0e15d0c915a093aa5c6b2aa33517cacfeed694cdde89bde42cec2159d5a298d1,0.46648234128952026,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,10,MT-REIM,1,0,0,33,00-0010-00c1fc33dee2,52,00c1fc33dee25139e532fdde47b7a90383696695df2bba389fb813f7c51d51e6,0.44920361042022705,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,11,MT-REIM,1,0,0,36,00-0011-32989476e412,53,32989476e41214d29462fa1e343ee2756f0fd57b1906ce90eddcb3dea5619acb,0.422273725271225,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,12,MT-REIM,1,0,0,36,00-0012-367fa86ddcdc,54,367fa86ddcdcb254dc5513ecf0c72c7070939d494dc6f28943b0221c90fa4da1,0.422711580991745,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,13,MT-REIM,1,0,0,49,00-0013-8fca8b340cf3,55,8fca8b340cf344cc9fb1d6587ae6fb754d55bbc57e75054ad79e370849aca5c7,0.4576926827430725,-1,1,0
31024bc99eaa97cf11fdaab15ac2e50d8e87a57881b2ce8e6da22ba56495afc3,MT10,official_clean,reach-v3,0,14,MT-REIM,1,0,0,45,00-0014-8efbdac8b061,56,8efbdac8b061454bc51a54f9ab40fafd5af851d0f538bf5a90a820c5c08fbbec,0.43828725814819336,-1,1,0
